"10:20:45.122 -> Soil: 83.0% | Temp: 31.3°C | Hum: 74.5%"
"13:29:39.853 -> Soil: 90.0% | Temp: 32.9°C | Hum: 71.8%"
"13:29:44.847 -> Soil: 91.0% | Temp: 32.9°C | Hum: 71.9%"
"13:29:49.845 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.2%"
"13:29:54.847 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.3%"
"13:29:59.845 -> Soil: 90.0% | Temp: 32.9°C | Hum: 71.7%"
"13:30:04.840 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.2%"
"13:30:09.837 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.0%"
"13:30:14.881 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.2%"
"13:30:19.874 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.3%"
"13:30:24.875 -> Soil: 90.0% | Temp: 32.9°C | Hum: 72.4%"
"13:30:29.861 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.5%"
"13:30:34.858 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.7%"
"13:30:39.872 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.9%"
"13:30:44.872 -> Soil: 91.0% | Temp: 32.9°C | Hum: 73.0%"
"13:30:49.851 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.6%"
"13:30:54.843 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.6%"
"13:30:59.877 -> Soil: 90.0% | Temp: 32.9°C | Hum: 73.1%"
"13:31:04.852 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.4%"
"13:31:09.856 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.2%"
"13:31:14.870 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.3%"
"13:31:19.838 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.8%"
"13:31:24.870 -> Soil: 90.0% | Temp: 32.9°C | Hum: 72.6%"
"13:31:29.853 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.7%"
"13:31:34.844 -> Soil: 91.0% | Temp: 32.9°C | Hum: 72.9%"
"13:31:39.846 -> Soil: 90.0% | Temp: 32.8°C | Hum: 73.5%"
"13:31:44.835 -> Soil: 90.0% | Temp: 32.8°C | Hum: 73.5%"
"13:31:49.834 -> Soil: 91.0% | Temp: 32.9°C | Hum: 73.1%"
"13:31:54.851 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.8%"
"13:31:59.838 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.5%"
"13:32:04.867 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.6%"
"13:32:14.841 -> Soil: 90.0% | Temp: 32.8°C | Hum: 73.2%"
"13:32:19.835 -> Soil: 91.0% | Temp: 32.9°C | Hum: 73.0%"
"13:32:24.856 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.7%"
"13:32:29.833 -> Soil: 90.0% | Temp: 32.8°C | Hum: 73.1%"
"13:32:34.848 -> Soil: 90.0% | Temp: 32.9°C | Hum: 72.7%"
"13:32:39.867 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.7%"
"13:32:44.863 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.7%"
"13:32:49.859 -> Soil: 91.0% | Temp: 32.9°C | Hum: 73.4%"
"13:32:54.873 -> Soil: 90.0% | Temp: 32.8°C | Hum: 74.4%"
"13:32:59.858 -> Soil: 90.0% | Temp: 32.8°C | Hum: 74.2%"
"13:33:04.837 -> Soil: 91.0% | Temp: 32.8°C | Hum: 73.5%"
"13:33:09.836 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.7%"
"13:33:14.849 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.9%"
"13:33:19.868 -> Soil: 91.0% | Temp: 32.8°C | Hum: 73.4%"
"13:33:24.865 -> Soil: 91.0% | Temp: 32.8°C | Hum: 73.1%"
"13:33:29.854 -> Soil: 91.0% | Temp: 32.8°C | Hum: 73.3%"
"13:33:34.860 -> Soil: 91.0% | Temp: 32.8°C | Hum: 73.0%"
"13:33:39.861 -> Soil: 91.0% | Temp: 32.8°C | Hum: 73.0%"
"13:33:44.857 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.6%"
"13:33:49.858 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.4%"
"13:33:54.855 -> Soil: 91.0% | Temp: 32.8°C | Hum: 73.3%"
"13:33:59.864 -> Soil: 91.0% | Temp: 32.8°C | Hum: 73.2%"
"13:34:04.861 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.8%"
"13:34:09.863 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.7%"
"13:34:14.851 -> Soil: 91.0% | Temp: 32.8°C | Hum: 73.4%"
"13:34:19.838 -> Soil: 91.0% | Temp: 32.8°C | Hum: 73.4%"
"13:34:24.872 -> Soil: 91.0% | Temp: 32.8°C | Hum: 73.1%"
"13:34:29.869 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.9%"
"13:34:34.865 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.9%"
"13:34:39.862 -> Soil: 90.0% | Temp: 32.8°C | Hum: 73.5%"
"13:34:44.852 -> Soil: 90.0% | Temp: 32.8°C | Hum: 73.3%"
"13:34:49.840 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.9%"
"13:34:54.873 -> Soil: 90.0% | Temp: 32.8°C | Hum: 73.0%"
"13:34:59.845 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.7%"
"13:35:04.864 -> Soil: 90.0% | Temp: 32.8°C | Hum: 73.1%"
"13:35:09.834 -> Soil: 90.0% | Temp: 32.8°C | Hum: 73.3%"
"13:35:14.863 -> Soil: 90.0% | Temp: 32.8°C | Hum: 73.9%"
"13:35:19.843 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.5%"
"13:35:24.854 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.4%"
"13:35:29.835 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.4%"
"13:35:34.873 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.9%"
"13:35:39.869 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.8%"
"13:35:44.876 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.9%"
"13:35:49.831 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.8%"
"13:35:54.872 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.7%"
"13:35:59.872 -> Soil: 90.0% | Temp: 32.8°C | Hum: 73.5%"
"13:36:04.867 -> Soil: 90.0% | Temp: 32.8°C | Hum: 73.6%"
"13:36:09.856 -> Soil: 90.0% | Temp: 32.8°C | Hum: 73.3%"
"13:36:14.848 -> Soil: 90.0% | Temp: 32.8°C | Hum: 73.9%"
"13:36:19.845 -> Soil: 90.0% | Temp: 32.8°C | Hum: 73.5%"
"13:36:24.846 -> Soil: 91.0% | Temp: 32.8°C | Hum: 72.9%"
"13:36:29.842 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.1%"
"13:36:34.844 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.1%"
"13:36:39.838 -> Soil: 90.0% | Temp: 32.8°C | Hum: 71.9%"
"13:36:44.833 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.2%"
"13:36:49.831 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.1%"
"13:36:54.870 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.2%"
"13:36:59.870 -> Soil: 90.0% | Temp: 32.9°C | Hum: 72.5%"
"13:37:04.866 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.3%"
"13:37:09.858 -> Soil: 90.0% | Temp: 32.8°C | Hum: 71.9%"
"13:37:14.857 -> Soil: 90.0% | Temp: 32.8°C | Hum: 71.8%"
"13:37:19.857 -> Soil: 90.0% | Temp: 32.9°C | Hum: 71.8%"
"13:37:24.850 -> Soil: 90.0% | Temp: 32.9°C | Hum: 71.4%"
"13:37:29.849 -> Soil: 90.0% | Temp: 32.8°C | Hum: 71.8%"
"13:37:34.849 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.3%"
"13:37:39.844 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.4%"
"13:37:44.847 -> Soil: 90.0% | Temp: 32.9°C | Hum: 72.0%"
"13:37:49.844 -> Soil: 90.0% | Temp: 32.8°C | Hum: 71.9%"
"13:37:54.842 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.6%"
"13:37:59.849 -> Soil: 90.0% | Temp: 32.9°C | Hum: 72.9%"
"13:38:04.847 -> Soil: 90.0% | Temp: 32.9°C | Hum: 72.6%"
"13:38:09.849 -> Soil: 90.0% | Temp: 32.9°C | Hum: 72.3%"
"13:38:14.840 -> Soil: 90.0% | Temp: 32.9°C | Hum: 71.9%"
"13:38:19.836 -> Soil: 90.0% | Temp: 32.9°C | Hum: 71.5%"
"13:38:24.835 -> Soil: 90.0% | Temp: 32.9°C | Hum: 71.6%"
"13:38:29.832 -> Soil: 90.0% | Temp: 32.8°C | Hum: 71.5%"
"13:38:34.829 -> Soil: 90.0% | Temp: 32.9°C | Hum: 72.1%"
"13:38:39.827 -> Soil: 90.0% | Temp: 32.9°C | Hum: 72.3%"
"13:38:44.825 -> Soil: 90.0% | Temp: 32.9°C | Hum: 72.2%"
"13:38:49.868 -> Soil: 90.0% | Temp: 32.9°C | Hum: 71.8%"
"13:38:54.863 -> Soil: 90.0% | Temp: 32.9°C | Hum: 72.0%"
"13:38:59.858 -> Soil: 90.0% | Temp: 32.9°C | Hum: 72.9%"
"13:39:04.861 -> Soil: 90.0% | Temp: 32.9°C | Hum: 73.1%"
"13:39:09.855 -> Soil: 90.0% | Temp: 32.9°C | Hum: 73.0%"
"13:39:14.861 -> Soil: 90.0% | Temp: 32.9°C | Hum: 72.1%"
"13:39:19.860 -> Soil: 90.0% | Temp: 32.9°C | Hum: 71.7%"
"13:39:24.853 -> Soil: 90.0% | Temp: 32.9°C | Hum: 71.8%"
"13:39:29.853 -> Soil: 90.0% | Temp: 32.9°C | Hum: 71.9%"
"13:39:34.849 -> Soil: 90.0% | Temp: 32.9°C | Hum: 71.7%"
"13:39:39.841 -> Soil: 90.0% | Temp: 32.9°C | Hum: 71.5%"
"13:39:44.837 -> Soil: 90.0% | Temp: 32.9°C | Hum: 71.4%"
"13:39:49.828 -> Soil: 90.0% | Temp: 32.9°C | Hum: 71.4%"
"13:39:54.826 -> Soil: 90.0% | Temp: 32.9°C | Hum: 71.4%"
"13:39:59.866 -> Soil: 90.0% | Temp: 32.8°C | Hum: 71.6%"
"13:40:04.863 -> Soil: 89.0% | Temp: 32.8°C | Hum: 71.4%"
"13:40:09.862 -> Soil: 89.0% | Temp: 32.9°C | Hum: 71.7%"
"13:40:14.866 -> Soil: 90.0% | Temp: 32.9°C | Hum: 71.7%"
"13:40:19.860 -> Soil: 90.0% | Temp: 32.9°C | Hum: 71.3%"
"13:40:24.860 -> Soil: 90.0% | Temp: 32.9°C | Hum: 71.8%"
"13:40:29.860 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.0%"
"13:40:34.857 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.0%"
"13:40:39.849 -> Soil: 90.0% | Temp: 32.9°C | Hum: 71.8%"
"13:40:44.842 -> Soil: 90.0% | Temp: 32.8°C | Hum: 71.9%"
"13:40:49.841 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.0%"
"13:40:54.839 -> Soil: 89.0% | Temp: 32.8°C | Hum: 71.9%"
"13:40:59.840 -> Soil: 90.0% | Temp: 32.8°C | Hum: 71.8%"
"13:41:04.844 -> Soil: 90.0% | Temp: 32.8°C | Hum: 71.8%"
"13:41:09.839 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.0%"
"13:41:14.835 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.0%"
"13:41:19.825 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.0%"
"13:41:24.824 -> Soil: 89.0% | Temp: 32.8°C | Hum: 72.0%"
"13:41:29.821 -> Soil: 90.0% | Temp: 32.8°C | Hum: 71.9%"
"13:41:34.820 -> Soil: 89.0% | Temp: 32.8°C | Hum: 72.1%"
"13:41:39.866 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.3%"
"13:41:44.859 -> Soil: 90.0% | Temp: 32.8°C | Hum: 72.1%"
"13:41:49.861 -> Soil: 89.0% | Temp: 32.8°C | Hum: 72.0%"
"13:41:54.850 -> Soil: 89.0% | Temp: 32.8°C | Hum: 72.2%"
"13:41:59.852 -> Soil: 89.0% | Temp: 32.8°C | Hum: 72.1%"
"13:42:04.850 -> Soil: 89.0% | Temp: 32.8°C | Hum: 72.0%"
"13:42:09.837 -> Soil: 90.0% | Temp: 32.7°C | Hum: 71.7%"
"13:42:14.835 -> Soil: 90.0% | Temp: 32.7°C | Hum: 71.7%"
"13:42:19.828 -> Soil: 89.0% | Temp: 32.8°C | Hum: 72.0%"
"13:42:24.820 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.6%"
"13:42:29.820 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.7%"
"13:42:34.819 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.7%"
"13:42:39.827 -> Soil: 88.0% | Temp: 32.7°C | Hum: 71.7%"
"13:42:44.827 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.7%"
"13:42:49.818 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.0%"
"13:42:54.818 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.7%"
"13:42:59.842 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.8%"
"13:43:04.840 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.8%"
"13:43:09.834 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.0%"
"13:43:14.830 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.8%"
"13:43:19.826 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.8%"
"13:43:24.824 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.8%"
"13:43:29.825 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.5%"
"13:43:34.824 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.9%"
"13:43:39.818 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.9%"
"13:43:44.863 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.0%"
"13:43:49.861 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.6%"
"13:43:54.862 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.9%"
"13:43:59.854 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.7%"
"13:44:04.860 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.3%"
"13:44:09.852 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.0%"
"13:44:14.855 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.8%"
"13:44:19.844 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.0%"
"13:44:24.839 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.1%"
"13:44:29.843 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.2%"
"13:44:34.835 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.3%"
"13:44:39.832 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.2%"
"13:44:44.830 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.3%"
"13:44:49.831 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.9%"
"13:44:54.822 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.1%"
"13:44:59.824 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.3%"
"13:45:04.824 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.4%"
"13:45:09.824 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.3%"
"13:45:14.821 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.4%"
"13:45:19.826 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.2%"
"13:45:24.821 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.3%"
"13:45:29.828 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.3%"
"13:45:34.825 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.3%"
"13:45:39.822 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.0%"
"13:45:44.859 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.9%"
"13:45:49.860 -> Soil: 90.0% | Temp: 32.7°C | Hum: 72.0%"
"13:45:54.858 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.9%"
"13:45:59.858 -> Soil: 90.0% | Temp: 32.7°C | Hum: 71.9%"
"13:46:04.856 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.1%"
"13:46:09.858 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.0%"
"13:46:14.854 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.7%"
"13:46:19.846 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.9%"
"13:46:24.839 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.0%"
"13:46:29.837 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.8%"
"13:46:34.833 -> Soil: 90.0% | Temp: 32.7°C | Hum: 72.0%"
"13:46:39.822 -> Soil: 89.0% | Temp: 32.6°C | Hum: 71.8%"
"13:46:44.818 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.0%"
"13:46:49.820 -> Soil: 90.0% | Temp: 32.7°C | Hum: 72.0%"
"13:46:54.820 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.0%"
"13:46:59.857 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.8%"
"13:47:04.813 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.1%"
"13:47:09.853 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.9%"
"13:47:14.851 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.8%"
"13:47:19.851 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.8%"
"13:47:24.848 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.0%"
"13:47:29.848 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.0%"
"13:47:34.847 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.0%"
"13:47:39.836 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.9%"
"13:47:44.833 -> Soil: 90.0% | Temp: 32.6°C | Hum: 71.9%"
"13:47:49.835 -> Soil: 90.0% | Temp: 32.7°C | Hum: 72.0%"
"13:47:54.824 -> Soil: 89.0% | Temp: 32.6°C | Hum: 71.7%"
"13:47:59.824 -> Soil: 89.0% | Temp: 32.6°C | Hum: 71.8%"
"13:48:04.821 -> Soil: 90.0% | Temp: 32.6°C | Hum: 71.9%"
"13:48:09.812 -> Soil: 90.0% | Temp: 32.6°C | Hum: 71.6%"
"13:48:14.813 -> Soil: 90.0% | Temp: 32.6°C | Hum: 71.8%"
"13:48:19.853 -> Soil: 89.0% | Temp: 32.7°C | Hum: 71.9%"
"13:48:24.850 -> Soil: 90.0% | Temp: 32.6°C | Hum: 71.9%"
"13:48:29.838 -> Soil: 90.0% | Temp: 32.6°C | Hum: 71.6%"
"13:48:34.829 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.0%"
"13:48:39.823 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.0%"
"13:48:44.856 -> Soil: 90.0% | Temp: 32.6°C | Hum: 71.8%"
"13:48:49.845 -> Soil: 90.0% | Temp: 32.6°C | Hum: 71.6%"
"13:48:54.837 -> Soil: 89.0% | Temp: 32.6°C | Hum: 71.6%"
"13:48:59.838 -> Soil: 89.0% | Temp: 32.7°C | Hum: 72.0%"
"13:49:04.838 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.1%"
"13:49:09.837 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.1%"
"13:49:14.833 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.0%"
"13:49:19.830 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.1%"
"13:49:24.824 -> Soil: 89.0% | Temp: 32.6°C | Hum: 71.9%"
"13:49:29.824 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.2%"
"13:49:34.820 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.2%"
"13:49:39.822 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.1%"
"13:49:44.853 -> Soil: 89.0% | Temp: 32.6°C | Hum: 71.8%"
"13:49:49.849 -> Soil: 89.0% | Temp: 32.6°C | Hum: 71.9%"
"13:49:54.845 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.0%"
"13:49:59.842 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.0%"
"13:50:04.831 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.2%"
"13:50:09.829 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.2%"
"13:50:14.826 -> Soil: 90.0% | Temp: 32.6°C | Hum: 71.9%"
"13:50:19.807 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.0%"
"13:50:24.829 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.0%"
"13:50:29.826 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.4%"
"13:50:34.830 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.2%"
"13:50:39.830 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.3%"
"13:50:44.833 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.2%"
"13:50:49.820 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.0%"
"13:50:54.811 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.1%"
"13:50:59.832 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.2%"
"13:51:04.818 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.1%"
"13:51:09.816 -> Soil: 89.0% | Temp: 32.6°C | Hum: 71.9%"
"13:51:14.838 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.1%"
"13:51:19.832 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.0%"
"13:51:24.834 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.3%"
"13:51:29.835 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.0%"
"13:51:34.808 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.2%"
"13:51:39.806 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.2%"
"13:51:44.805 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.2%"
"13:51:49.848 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.3%"
"13:51:54.829 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.3%"
"13:51:59.821 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.4%"
"13:52:04.822 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.4%"
"13:52:09.828 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.1%"
"13:52:14.825 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.4%"
"13:52:19.813 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.3%"
"13:52:24.850 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.2%"
"13:52:29.838 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.5%"
"13:52:34.823 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.6%"
"13:52:39.818 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.6%"
"13:52:44.822 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.6%"
"13:52:49.838 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.7%"
"13:52:54.829 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.4%"
"13:52:59.829 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.5%"
"13:53:04.812 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.4%"
"13:53:09.826 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.6%"
"13:53:14.850 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.5%"
"13:53:19.827 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.6%"
"13:53:24.819 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.6%"
"13:53:29.808 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.4%"
"13:53:34.846 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.3%"
"13:53:39.843 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.3%"
"13:53:44.846 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.3%"
"13:53:49.845 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.5%"
"13:53:54.806 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.4%"
"13:53:59.806 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.4%"
"13:54:04.810 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.5%"
"13:54:09.847 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.3%"
"13:54:14.805 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.6%"
"13:54:19.830 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.5%"
"13:54:24.825 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.7%"
"13:54:29.805 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.8%"
"13:54:34.840 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.6%"
"13:54:39.815 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.7%"
"13:54:44.814 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.6%"
"13:54:49.802 -> Soil: 89.0% | Temp: 32.6°C | Hum: 72.5%"
"13:54:54.808 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.5%"
"13:54:59.831 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.7%"
"13:55:04.803 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.8%"
"13:55:09.846 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.3%"
"13:55:14.835 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.5%"
"13:55:19.831 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.6%"
"13:55:24.818 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.5%"
"13:55:29.807 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.7%"
"13:55:34.845 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.5%"
"13:55:39.836 -> Soil: 90.0% | Temp: 32.5°C | Hum: 72.3%"
"13:55:44.821 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.1%"
"13:55:49.805 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.2%"
"13:55:54.824 -> Soil: 90.0% | Temp: 32.5°C | Hum: 72.2%"
"13:55:59.807 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.3%"
"13:56:04.844 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.3%"
"13:56:09.801 -> Soil: 90.0% | Temp: 32.5°C | Hum: 72.3%"
"13:56:14.801 -> Soil: 90.0% | Temp: 32.5°C | Hum: 72.4%"
"13:56:19.799 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.5%"
"13:56:24.833 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.2%"
"13:56:29.835 -> Soil: 91.0% | Temp: 32.5°C | Hum: 72.2%"
"13:56:34.831 -> Soil: 90.0% | Temp: 32.5°C | Hum: 72.3%"
"13:56:39.823 -> Soil: 90.0% | Temp: 32.6°C | Hum: 72.6%"
